Price,Close,High,Low,Open,Volume
Ticker,PIDILITIND.NS,PIDILITIND.NS,PIDILITIND.NS,PIDILITIND.NS,PIDILITIND.NS
Date,,,,,
2002-07-01,1.7908313274383545,1.7933836396206204,1.7465923854878833,1.7695625460565787,11400
2002-07-02,1.876757025718689,1.9014288874075824,1.778920674136606,1.7865774476077863,46640
2002-07-03,1.886115312576294,1.9439664169396185,1.8673988456278852,1.8793093098434266,53640
2002-07-04,1.9090861082077026,1.948220593103199,1.8971754787572923,1.9405638178379159,23160
2002-07-05,1.9499216079711914,1.9652351543645306,1.905682510005523,1.914190053809367,27840
2002-07-08,2.0205342769622803,2.041803058825041,1.9567279313739978,1.9737430217713776,40680
2002-07-09,1.997563362121582,2.042653224735843,1.9567273519810513,1.999264903111074,51120
2002-07-10,1.9346086978912354,2.0247883024300513,1.9312057766111816,2.0247883024300513,12840
2002-07-11,1.9192951917648315,2.0162809656889515,1.8971756349845221,2.0162809656889515,12240
2002-07-12,1.9014294147491455,1.914190653317673,1.8299662840438495,1.8299662840438495,8640
2002-07-15,1.8350701332092285,1.8903689233547152,1.8291149013537311,1.8903689233547152,5960
2002-07-16,1.8503835201263428,1.8682492141562195,1.8291147440329365,1.8291147440329365,4720
2002-07-17,1.7933839559555054,1.8316678341027626,1.7865779512035433,1.829966292347784,17000
2002-07-18,1.8325185775756836,1.8461305868760456,1.7865779244859987,1.7865779244859987,14040
2002-07-19,1.868249535560608,1.8801601625641216,1.8376226030593583,1.8376226030593583,4680
2002-07-22,1.7848764657974243,1.8291155792157905,1.7780704608305955,1.803593101157172,10800
2002-07-23,1.9031308889389038,1.939713061598631,1.761055403445348,1.761055403445348,25440
2002-07-24,1.945668339729309,1.9737431267912529,1.882712599269981,1.8895186033374842,43280
2002-07-25,1.9337577819824219,1.9975641333108445,1.9141905398526786,1.9567281074049603,30800
2002-07-26,1.8138017654418945,1.9312055369938597,1.7950852950539866,1.9312055369938597,19240
2002-07-29,1.8001899719238281,1.8333692250128772,1.7695628692151955,1.778070415775144,11720
2002-07-30,1.7984882593154907,1.8376229048665769,1.7721150135260677,1.8376229048665769,16720
2002-07-31,1.8240108489990234,1.8291153114097967,1.7695626549683505,1.7865777460281733,8560
2002-08-01,1.8265628814697266,1.8605930613983868,1.8206076486625884,1.8206076486625884,21120
2002-08-02,1.8503835201263428,1.8631447533288097,1.791681652673534,1.791681652673534,9160
2002-08-05,1.8546379804611206,1.8844143118082386,1.829115503459563,1.8716530733074597,40320
2002-08-06,1.90823495388031,1.9209961893352259,1.8631450821871676,1.8631450821871676,19320
2002-08-07,1.9226980209350586,1.9448175747879712,1.8997276962876564,1.91674278764157,10880
2002-08-08,1.9269514083862305,1.9388620353605326,1.9056826286860118,1.9056826286860118,12600
2002-08-09,1.9243993759155273,1.9278022964955674,1.905682744787582,1.905682744787582,4880
2002-08-12,1.9354591369628906,1.9388622199274743,1.9226979003815559,1.9269515918193585,4480
2002-08-13,1.9677876234054565,1.982250401539778,1.9107872816134752,1.9141903645946934,7640
2002-08-14,1.9745938777923584,1.9907581994694945,1.9405638549993995,1.9822506532042676,4280
2002-08-15,1.9745938777923584,1.9745938777923584,1.9745938777923584,1.9745938777923584,0
2002-08-16,1.956727385520935,1.9737424711717486,1.9439661524167664,1.956727385520935,5680
