Price,Close,High,Low,Open,Volume
Ticker,HDFCAMC.NS,HDFCAMC.NS,HDFCAMC.NS,HDFCAMC.NS,HDFCAMC.NS
Date,,,,,
2018-08-06,788.4285888671875,800.6070414731873,749.4836796871418,749.4836796871418,38611132
2018-08-07,768.456787109375,796.265310567381,761.965986938797,790.1001368869477,7016758
2018-08-08,772.66845703125,781.0262057985947,756.4739408174755,765.0053676914976,3356966
2018-08-09,759.3828125,775.8594940417573,755.4535644279002,772.6466349495406,1349690
2018-08-10,759.317626953125,767.6102382712795,755.4535150407389,755.4535150407389,1174764
2018-08-13,740.4964599609375,755.9745319774335,740.0405616186127,755.0193820209842,1453006
2018-08-14,750.2218017578125,758.4710072534527,741.3430728318858,741.3430728318858,1141172
2018-08-16,742.5587768554688,755.8877352492489,741.1259988917104,749.7659669478566,754376
2018-08-17,744.8816528320312,751.8934889918756,744.1869934073324,746.6400045321329,640096
2018-08-20,758.5579223632812,762.3134925525806,747.7253805340514,748.8325320172997,1586128
2018-08-21,765.699951171875,769.9114195948312,758.4927609521179,763.0515325548639,1212552
2018-08-23,796.5693359375,802.6911573391516,768.999621990692,772.8203279577684,4606210
2018-08-24,822.7713623046875,835.5142022161632,791.2506743476467,796.4824280400019,5400976
2018-08-27,843.1556396484375,855.3123635980545,829.2622408488752,829.2622408488752,3404892
2018-08-28,809.2036743164062,848.9951947501206,804.1021919019187,847.4973338791282,2262978
2018-08-29,790.2088012695312,809.7246640643601,784.781692261057,809.7246640643601,2044524
2018-08-30,797.828369140625,805.230966458343,790.1870108443691,790.2087404783758,855636
2018-08-31,787.6036987304688,801.0194682634369,785.8452944134926,798.870354541893,566634
2018-09-03,756.2784423828125,785.8453192073104,754.5851739128759,785.8453192073104,2059600
2018-09-04,754.780517578125,769.3468979344842,751.8716086332071,759.3610183337545,1116832
2018-09-05,730.4453735351562,759.2741835280503,721.5883221579454,756.3218154026118,2087822
2018-09-06,731.9000244140625,744.5994612902964,729.9462648946419,733.7452417379598,1291958
2018-09-07,726.03857421875,739.8017001578334,720.7200078954253,738.1735676098767,1437822
2018-09-10,708.2594604492188,726.3208687623996,705.9583450130616,726.3208687623996,1293424
2018-09-11,700.8134765625,722.8909462118501,698.1867345072501,712.0367278002608,1215746
2018-09-12,707.9772338867188,710.0178056711286,691.5873647062813,703.3099201465941,1389462
2018-09-14,710.0612182617188,719.8517441847447,706.1971590185208,714.5983132256796,842082
2018-09-17,694.539794921875,705.5242865521503,692.4992228004184,705.5242865521503,944622
2018-09-18,666.969970703125,696.6237156672269,662.5414709306252,695.2126673182593,1662174
