Price,Close,High,Low,Open,Volume
Ticker,M&M.NS,M&M.NS,M&M.NS,M&M.NS,M&M.NS
Date,,,,,
1996-01-01,24.51343536376953,24.915541852405333,24.51343536376953,24.91178476960647,3600
1996-01-02,24.1639347076416,24.464574641795775,24.054951814030446,24.51342817235569,15600
1996-01-03,15.411556243896484,15.783597966596163,15.332638024693416,14.498361673433157,17600
1996-01-04,15.332639694213867,15.482959691215965,15.182319697211772,15.411557922010083,8800
1996-01-05,15.411556243896484,15.482958005327665,15.182318044059166,15.332638024693416,15200
1996-01-08,15.163531303405762,15.295061314711635,15.110919528253548,15.411559554095545,8800
1996-01-09,14.69002628326416,15.25748468695202,14.659962732769161,15.163534658091478,25600
1996-01-10,14.938050270080566,15.107160273138081,14.656200264984706,15.107160273138081,14800
1996-01-11,14.86289119720459,14.956841204772255,14.73136118660986,14.938051203258722,3600
1996-01-12,15.171049118041992,15.257482674452516,14.656202569055372,14.86289260528564,24800
1996-01-15,15.171049118041992,15.182322661277873,15.032002634928588,15.171049118041992,4800
1996-01-16,15.253724098205566,15.33264233961787,14.956842282274295,15.171048773700438,7200
1996-01-17,15.171049118041992,15.257482674452516,15.032002634928588,15.253724444423627,6400
1996-01-18,15.40780258178711,15.40780258178711,15.028244288816833,15.171049000856058,250800
1996-01-19,15.18232250213623,15.257482514523044,15.0357607073521,15.18232250213623,20800
1996-01-22,15.18232250213623,15.257482514523044,15.047034250469812,15.18232250213623,24800
1996-01-23,15.580672264099121,15.821184097011301,15.084615676901405,15.182323931573789,52000
1996-01-24,15.332639694213867,15.558119689717014,15.238689696087558,15.482959691215965,6800
1996-01-25,15.783598899841309,15.783598899841307,15.182318941752115,15.332638931274413,122800
1996-01-26,15.783598899841309,15.783598899841307,15.783598899841307,15.783598899841307,0
1996-01-29,15.95271110534668,16.009081109252495,15.407801067590432,15.783601093629223,4000
1996-01-30,16.910995483398438,16.910995483398438,15.70091934784626,15.952705739339192,249200
1996-01-31,16.910995483398438,16.910995483398438,15.787354012871575,16.53519558376736,100800
1996-02-01,17.643814086914062,17.662604091266473,16.478833817064572,16.911003917170028,445200
1996-02-02,17.463424682617188,17.549858215086203,16.91099828006165,16.91099828006165,32400
1996-02-05,18.188722610473633,18.226302615867173,17.136482459454495,17.4634289651186,507600
1996-02-06,18.00833511352539,18.19247687039996,17.700178677804306,18.188718641310583,68800
1996-02-07,18.31649398803711,18.620892254257885,17.43712211094987,18.008338638841963,67600
1996-02-08,18.940317153930664,19.24095710875496,18.639677199106366,18.316489018300164,42800
1996-02-09,18.959110260009766,19.240960263875124,18.865160258721314,19.16580026284436,61200
1996-02-12,18.61337661743164,19.691923254419752,18.188723005990763,19.090643155048156,38400
1996-02-13,19.45140838623047,19.545358392527373,18.19623767832463,18.41420123419318,90800
1996-02-14,20.969636917114258,21.270276872915176,19.91739707181103,19.91739707181103,460000
1996-02-15,21.041044235229492,21.195121327398496,20.48110128268117,20.969641313277236,69200
1996-02-16,20.646451950073242,20.819319024492938,20.304472589876276,21.041041931584388,55200
1996-02-19,21.0447998046875,21.119959803989957,20.3683598109654,20.646452725864947,62400
1996-02-20,21.06359100341797,21.274038095962684,20.932060997152202,21.04480100252286,72400
1996-02-21,21.06359100341797,21.06359100341797,21.06359100341797,21.06359100341797,0
1996-02-22,21.123714447021484,21.34543733683872,21.056070914201257,21.063587372003703,34400
1996-02-23,21.247732162475586,21.40180923952023,21.086136333256704,21.123716331921354,39200
1996-02-26,21.946727752685547,22.097047805786133,21.420607566833496,21.247740423248615,68800
1996-02-27,22.153413772583008,22.247363788582085,21.72124369898724,21.94672373738503,42800
1996-02-28,21.570919036865234,22.172199010018275,21.420599043576978,22.153409010857242,23600
1996-02-29,20.84563446044922,21.307868179139888,20.669007933909942,21.57092828011692,76400
1996-03-01,21.018489837646484,21.176326268574773,20.747913426583814,20.845622785587405,51600
1996-03-04,20.466068267822266,21.044801218820346,20.44352118399691,21.01849475855656,28800
1996-03-05,20.466068267822266,20.466068267822266,20.466068267822266,20.466068267822266,0
1996-03-06,20.63893699645996,21.063590548783502,20.631420537523894,20.46606761573538,14000
1996-03-07,20.6239070892334,21.416846601865135,20.59384354280174,20.63894000930001,16400
1996-03-08,20.55250358581543,20.593840669679178,20.31199066051386,20.623904211916564,15600
1996-03-11,19.45516586303711,19.91739939014362,19.188347641836774,20.552502288177696,16000
1996-03-12,19.207138061523438,19.466439829887346,19.053059833499777,19.455166288726097,33600
1996-03-13,19.616762161254883,19.616762161254883,19.169560341355037,19.20714034549537,16400
1996-03-14,19.879823684692383,20.13536727331673,19.695680733081325,19.61676363593464,9600
1996-03-15,20.142881393432617,20.142881393432617,19.72950136483605,19.8798213752348,16800
1996-03-18,19.541601181030273,19.69192119011512,19.451408258098837,19.616761185572695,8400
1996-03-19,19.481477737426758,19.87982491850206,19.428864806929234,19.54160483482244,14400
1996-03-20,19.481477737426758,19.481477737426758,19.481477737426758,19.481477737426758,0
1996-03-21,19.767080307006836,21.044800326851387,19.522810303213028,19.48147322005148,46000
1996-03-22,19.023000717163086,19.541604374515664,19.023000717163086,19.767084424990845,5600
1996-03-25,19.560386657714844,20.368356519656956,19.169554953866413,19.022993208279548,20000
1996-03-26,19.165800094604492,19.417586554587572,19.128220094418996,19.560390096552233,5200
1996-03-27,18.940317153930664,19.545354145534226,18.865157165224588,19.165797120048886,51600
1996-03-28,19.624279022216797,19.913645518756343,18.940322474132817,18.940322474132817,47200
1996-03-29,19.278541564941406,19.842241610699926,19.165801555789702,19.624278051746902,11200
1996-04-01,19.2409610748291,19.2409610748291,19.098157525592114,19.278541076928377,6000
1996-04-02,20.49989128112793,20.70658129404489,19.38376475263606,19.240961202451878,108400
1996-04-03,21.08989715576172,21.345440705467205,19.691920650818336,20.499890677521762,108400
1996-04-04,20.56377410888672,20.744157629533788,20.484854741684252,21.0898940487662,32000
1996-04-05,20.56377410888672,20.56377410888672,20.56377410888672,20.56377410888672,0
1996-04-08,21.014738082885742,21.420601655513092,20.593841591616094,20.563778048032837,60000
1996-04-09,21.53333854675293,21.683658536608096,21.056072120222563,21.0147350404928,78800
1996-04-10,20.849384307861328,21.052317232803347,20.61263075789648,21.533340791749648,31600
1996-04-11,20.680273056030273,20.687789514594147,20.36835952208906,20.84938305206238,22400
1996-04-12,20.53746795654297,20.650207945325455,20.375874431361595,20.68027148359393,21600
1996-04-15,20.7629451751709,20.95836158850087,20.30071174132351,20.537465227567232,70800
1996-04-16,21.454423904418945,21.49576098884005,20.89448096118019,20.762950955129593,150400
1996-04-17,21.59347152709961,21.646084455409387,21.27028437805853,21.454427333441107,60800
1996-04-18,22.093286514282227,22.548003670830013,21.28531638274415,21.593470597950922,134400
1996-04-19,21.796403884887695,22.09704393847235,21.420603817906873,22.093286855283175,52800
1996-04-22,21.2364559173584,22.051942331356088,21.19511883710687,21.796398804116993,130800
1996-04-23,20.548748016357422,21.15754460768112,20.48110446036627,21.236461707387186,82000
1996-04-24,21.74003028869629,21.79264320687543,21.044800279463995,20.54874381413639,76400
1996-04-25,21.270280838012695,22.097040870585626,21.123717914757897,21.740030856520043,206400
1996-04-26,21.270280838012695,21.608500851337986,20.875690822466524,21.270280838012695,35200
1996-04-29,21.683664321899414,22.17220441927323,21.04480419456442,21.270284239506182,66000
1996-04-30,21.751306533813477,21.7964029987581,21.420602947055375,21.683662983247284,50800
1996-05-01,21.871562957763672,21.984302973009875,21.420602896778853,21.751306482760757,40400
1996-05-02,21.8151912689209,21.87907773137721,21.57092125471248,21.871561272199763,27600
1996-05-03,21.796403884887695,21.871563898283856,21.608503851397284,21.815193888236735,27200
1996-05-06,21.796403884887695,21.871563898283856,21.5709238446992,21.79640388488769,127200
1996-05-07,21.946727752685547,22.014371317840414,21.476977586746216,21.79640769958496,62800
1996-05-08,21.87907600402832,22.153409539586622,21.72123954856839,21.946719543882253,143200
1996-05-09,21.871562957763672,22.09704298825608,21.7212429374354,21.87907941752038,25600
1996-05-10,21.28531265258789,21.409326192304327,20.687789742543508,21.871559727811665,30400
1996-05-13,21.803916931152344,22.17220048039148,21.007220455150573,21.285313378656312,754000
1996-05-14,21.555885314941406,21.796398212699867,21.49575823735228,21.80391467082375,32000
1996-05-15,21.99933624267578,22.247363362684563,21.3078632206793,21.555890340688084,55200
1996-05-16,23.119216918945312,23.149280460803514,22.172200441354015,21.999333355393436,557200
1996-05-17,22.807300567626953,22.9237976381437,22.28869478609836,23.11921407675003,95200
1996-05-20,21.92417335510254,22.5480004500741,21.879076895462145,22.807303372730438,40400
1996-05-21,21.901620864868164,22.134617295136092,21.49575737320517,21.92417023833332,114000
1996-05-22,22.0782527923584,22.168445721246066,21.94672277572307,21.90162631127924,23600
1996-05-23,21.803916931152344,21.8715604738777,21.518307548743515,22.078250478355926,49600
1996-05-24,22.393924713134766,22.923801838142435,21.875318836589475,21.803918207084926,100000
1996-05-27,22.303733825683594,22.47284385469046,21.79640373866299,22.39392675863455,145200
1996-05-28,22.6231632232666,23.299603319643346,21.98806021529895,22.303733177755362,108000
1996-05-29,22.675765991210938,22.750925968253465,22.19098322180644,22.623153089800976,44000
1996-05-30,22.442781448364258,23.299605180118608,22.397684979597887,22.67577795890578,15600
1996-05-31,22.439016342163086,22.547999256047756,22.435259259767516,22.442775718259753,15200
1996-06-03,22.69832420349121,22.923804245247744,22.39768414781583,22.439021237990556,52800
1996-06-04,22.683290481567383,22.998963446350842,22.58558338440663,22.698323401300506,116400
1996-06-05,22.893733978271484,22.998957508130587,22.559271097029082,22.58557755291909,63200
1996-06-06,23.746803283691406,23.863300368007497,23.02150743754533,23.299600359314404,104400
1996-06-07,23.66412925720215,23.750562808683334,23.525082782018618,23.611516333499804,98800
1996-06-10,24.423242568969727,24.426999651435647,23.656609662428828,23.675399662160704,320400
1996-06-11,23.908390045166016,23.976033568279984,23.75055362876638,23.900873588442117,75200
1996-06-12,24.419477462768555,25.10343375125853,24.276673957055408,24.42699391963779,214400
1996-06-13,24.915536880493164,25.159806849909767,24.652476913429137,24.986939789033755,418400
1996-06-14,27.106449127197266,27.39581553881656,25.02827592435093,25.328915875394184,966000
1996-06-17,26.512693405151367,29.68820381299728,24.953123204848346,27.730286479013106,540000
1996-06-18,26.745685577392578,27.057599108373893,26.080519140571504,26.456319128187808,423200
1996-06-19,28.181251525878906,29.312408953927942,28.03468856362852,29.162088908010364,1968800
1996-06-20,27.72276496887207,28.184998485290627,27.448431442355453,27.978308496398498,1039200
1996-06-21,27.410863876342773,27.809211118121517,27.358250937827655,27.658891058023563,559200
1996-06-24,27.22295379638672,27.790410897226877,26.79454086507473,27.790410897226877,507200
1996-06-25,27.09518051147461,27.508560519277964,26.91103759051808,27.508560519277964,542800
1996-06-26,26.730653762817383,27.03881022411178,26.381160218660835,26.681800221152695,783600
1996-06-27,26.768232345581055,27.358238777966985,26.456318818253788,26.538995273301044,1235200
1996-06-28,27.046323776245117,27.35823728656883,26.989953781835975,27.207917301477792,292800
1996-07-01,26.911043167114258,27.057606117732654,26.685563116133153,26.756966049757846,761200
1996-07-02,27.035053253173828,27.189130337606528,26.907280334106808,26.907280334106808,917200
1996-07-03,26.576574325561523,26.97492137610758,26.45631787647372,26.756957852342737,1634400
1996-07-04,26.01663589477539,26.32479238139206,25.591982315100633,26.32479238139206,2666800
1996-07-05,25.948991775512695,26.30600179994046,25.930201774227026,26.30600179994046,663600
1996-07-08,26.11058807373047,26.219571010129012,26.005364514205215,26.005364514205215,131600
1996-07-09,25.86631202697754,27.020018418176758,25.70471849517789,25.948988480877677,1322800
1996-07-10,25.945228576660156,26.30599559882081,25.746052775022736,26.302238516929865,607200
1996-07-11,26.19325828552246,26.230838283062667,26.050454753609888,26.080518292901846,692400
1996-07-12,26.054216384887695,26.30600287110859,26.024152840346712,26.21205286085463,243200
1996-07-15,25.253765106201172,26.230845303762525,24.464584946632385,25.77988521258036,1509200
1996-07-16,23.461196899414062,25.554403657768646,22.773483259717352,25.253763614736073,2588400
1996-07-17,24.13011360168457,24.42699647633887,23.968520083735115,24.051196530549042,183600
1996-07-18,24.118846893310547,24.727643436661666,24.051203342649643,24.41948693509367,180400
1996-07-19,24.092540740966797,24.351843697822368,23.75056360651811,23.75056360651811,100400
1996-07-22,24.678787231445312,24.802800776588004,24.08878075423168,24.430757847458686,144800
1996-07-23,26.054216384887695,26.888492934683136,25.10344273985791,25.178602748061078,550000
1996-07-24,25.520584106445312,26.042947167693626,24.06999662468653,24.06999662468653,442800
1996-07-25,25.539369583129883,25.77988252415945,25.32892248000506,25.32892248000506,194800
1996-07-26,25.381532669067383,25.610769749343334,25.18235683605581,25.554399749895037,78800
1996-07-29,25.276309967041016,25.892622954854854,25.20114995846379,25.479242907680103,72800
1996-07-30,25.76861572265625,25.930209322009535,24.80656600057499,24.96064543218784,192800
1996-07-31,25.71599006652832,25.93019649632509,24.802796648658784,25.32891657756973,181600
1996-08-01,26.41874122619629,26.512691230556875,25.43414472175711,26.306001220963587,592400
1996-08-02,26.43377113342285,26.531478209347974,25.17859830065601,25.17859830065601,414800
1996-08-05,26.97117042541504,27.358244023602076,26.523967442164018,26.606643913063557,205600
1996-08-06,27.2642879486084,27.809197907608844,26.30599802071107,26.30599802071107,458000
1996-08-07,26.835880279541016,27.264293248059328,26.681803178665916,26.681803178665916,56400
1996-08-08,26.775747299194336,27.43339723285876,26.700587306775546,27.283077248021176,51600
1996-08-09,26.678041458129883,26.681798540443893,26.305998561001022,26.493898550722456,56800
1996-08-12,26.354856491088867,26.5540300546416,26.212052933845477,26.30600294436105,49200
1996-08-13,26.302244186401367,26.418741274541162,26.080521258224135,26.306001269102154,93600
1996-08-14,26.245882034301758,26.30225205388256,25.930209007168486,25.930209007168486,44800
1996-08-15,26.245882034301758,26.245882034301758,26.245882034301758,26.245882034301758,0
1996-08-16,26.18950080871582,26.283450801151016,25.975294367223373,26.193257890932834,61600
1996-08-19,25.509309768676758,26.00160926507924,25.407843285166187,25.896383404430217,74400
1996-08-20,25.13726234436035,25.46044941951134,24.877959432791894,25.404079420796556,88400
1996-08-21,25.55065155029297,25.629568659476266,25.107205565504696,25.32892855789883,47600
1996-08-22,25.824979782104492,26.151926282918808,25.48300036187515,25.48300036187515,62400
1996-08-23,26.21580696105957,26.381159877773946,25.93019987986328,25.93019987986328,323600
1996-08-26,26.41498565673828,26.456322743544508,26.061732702625164,26.22708563725288,64400
1996-08-27,26.47886848449707,26.681801412722233,26.381161396804238,26.606641408742735,116800
1996-08-28,26.91855239868164,27.192885928297116,26.516445957009118,26.72689532429714,316800
1996-08-29,27.057605743408203,27.35824580722385,26.948622802794365,27.15155576335059,199200
1996-08-30,26.75320816040039,26.982445287844325,26.68180522892684,26.982445287844325,49200
1996-09-02,26.768232345581055,26.907278798110386,26.70058880734278,26.83211880146762,25200
1996-09-03,26.41498565673828,27.05760280589779,26.306002727956187,26.98244279810363,61600
1996-09-04,26.62542724609375,26.663007242206795,25.96777731411543,25.96777731411543,68000
1996-09-05,26.888486862182617,26.937340397741302,26.49389690823025,26.83211686876085,104000
1996-09-06,26.64046859741211,26.91480219716169,26.60664567272036,26.91480219716169,15600
1996-09-09,26.632944107055664,26.68179764400167,26.497654742780988,26.497654742780988,162800
1996-09-10,26.7043514251709,26.869704369540997,26.306004277872304,26.53524139767029,238800
1996-09-11,26.632944107055664,26.68179764400167,26.403704751076756,26.460074746099295,168000
1996-09-12,26.21580696105957,26.587849876816335,25.79866988047267,26.456319877425724,261200
1996-09-13,26.099313735961914,26.230843754789657,26.050460187709056,26.118103738651595,34800
1996-09-16,25.689685821533203,25.945231643950592,25.6445916587076,25.82121581507701,70400
1996-09-17,25.82121467590332,26.644217516677404,25.749814058778778,25.967777579723677,150000
1996-09-18,25.847522735595703,26.15567918473074,25.77987919644438,25.77987919644438,122400
1996-09-19,25.712242126464844,25.85128861585496,25.708482749415463,25.727272753557326,16800
1996-09-20,25.618282318115234,25.704715845404944,25.47923588184876,25.569428784751555,39200
1996-09-23,24.449552536010742,25.310135645444927,24.445795452653194,25.310135645444927,58400
1996-09-24,24.622411727905273,24.953115205625224,24.426995306711436,24.50215529227055,114400
1996-09-25,24.855419158935547,25.092172759646612,24.802806228243423,24.802806228243423,50800
1996-09-26,24.547260284423828,24.76898094275823,24.502163818655323,24.558533827440574,52800
1996-09-27,23.97980308532715,24.4270061147549,23.848273052401545,24.4270061147549,67200
1996-09-30,23.882091522216797,24.2015215425769,23.29960148508956,23.675401509042615,69200
1996-10-01,23.87833595275879,24.20152307636003,23.547630075760402,23.67540300948264,76000
1996-10-02,23.87833595275879,23.87833595275879,23.87833595275879,23.87833595275879,0
1996-10-03,23.724252700805664,24.051199147963512,23.487499167933116,23.67539916127658,68800
1996-10-04,22.871191024780273,23.577696981520205,22.773483925419168,23.577696981520205,92400
1996-10-07,22.54424285888672,22.927557022929523,21.946719942959245,22.927557022929523,300400
1996-10-08,23.547632217407227,23.656615158652937,22.179721295335984,22.179721295335984,296400
1996-10-09,23.540115356445312,23.67540245298179,22.792272361481675,22.792272361481675,279200
1996-10-10,24.08126449584961,24.42700096829496,23.53259739158072,23.637820937011583,73200
1996-10-11,24.299224853515625,25.554397655857233,24.01737487937014,24.4269977592753,120000
1996-10-14,24.024890899658203,24.163937343109907,23.829474462404534,23.863297376166084,86000
1996-10-15,24.291717529296875,24.427004637500854,23.69419449837583,23.701710958543075,221600
1996-10-16,23.930944442749023,24.239100913097648,23.90088090035675,24.201520911681992,21600
1996-10-17,24.02114486694336,24.05120841872637,23.641585357864148,23.82572833980081,48000
1996-10-18,24.006101608276367,24.235340966038603,23.979795151654343,23.979795151654343,64400
1996-10-21,24.006101608276367,24.006101608276367,24.006101608276367,24.006101608276367,0
1996-10-22,24.31801414489746,24.535979953528077,24.133873543362395,24.42699704921277,72000
1996-10-23,24.765216827392578,24.953116803321205,24.577316851463955,24.784006824985443,426000
1996-10-24,24.76146697998047,24.9531240939443,24.539744026122932,24.945607633970873,992800
1996-10-25,24.265405654907227,24.70884918147717,23.900879208242554,24.70884918147717,58400
1996-10-28,24.46457862854004,24.5961086211666,24.355595717169045,24.535981542017733,64800
1996-10-29,23.6039981842041,24.126361126065152,23.431131093616234,24.126361126065152,124000
1996-10-30,23.6039981842041,23.6039981842041,23.6039981842041,23.6039981842041,0
1996-10-31,23.85954475402832,23.938461842622363,23.20940886902428,23.675401822373765,112400
1996-11-01,23.791898727416992,24.79152817274895,23.750561642039546,24.79152817274895,86400
1996-11-04,23.292078018188477,23.656604390491378,23.0177445419793,23.449914439502177,46800
1996-11-05,23.393545150756836,23.66787863515007,23.111695209181452,23.66787863515007,58800
1996-11-06,23.43113136291504,23.525081368379816,22.62316131591797,22.735901322475698,61200
1996-11-07,23.930944442749023,23.972283820527,23.449920883368886,23.525080886200197,31600
1996-11-08,24.178974151611328,24.42700124679053,24.013621225691,24.013621225691,39200
1996-11-11,24.799041748046875,24.87795882684496,24.13011594463007,24.13011594463007,42800
1996-11-12,49.59808349609375,49.59808349609374,49.59808349609374,49.59808349609374,0
1996-11-13,24.445789337158203,24.614899332572826,24.355596422123295,24.355596422123295,17600
1996-11-14,24.12635612487793,24.502156064517774,24.12635612487793,24.498398982601696,23200
1996-11-15,24.05120086669922,24.122603786752737,23.90463794393727,24.05120086669922,21600
1996-11-18,24.2691650390625,24.31426150058592,24.04744440159943,24.088781486670133,46800
1996-11-19,24.194000244140625,24.329289601924312,24.051196722341892,24.130113794106734,473200
1996-11-20,24.333057403564453,25.178607660831172,23.897130188409914,23.976047294940727,234800
1996-11-21,23.882091522216797,24.314261549762815,23.878334439457795,24.13387799700561,101200
1996-11-22,22.401437759399414,23.844510720483648,22.360100675630846,23.844510720483648,407600
1996-11-25,21.52958869934082,22.097045934253345,20.969645631485317,21.510798694294685,452000
1996-11-26,22.01436424255371,22.39768071350495,21.570920687167522,21.570920687167522,285600
1996-11-27,20.97339630126953,22.923799146098332,20.481099237087854,22.923799146098332,273600
1996-11-28,21.03728675842285,21.232703247047485,20.669003160842685,20.669003160842685,50800
1996-11-29,21.45067024230957,21.48073379296099,21.119966597740135,21.119966597740135,58000
1996-12-02,20.958372116088867,21.495765802408727,20.90200210087276,21.495765802408727,84400
1996-12-03,20.608869552612305,20.886960130986967,20.1428767112158,20.886960130986967,205200
1996-12-04,20.390905380249023,20.668998274513783,19.184588398435064,19.316118387454697,287200
1996-12-05,21.73250961303711,21.807669599451696,20.5938362775963,20.808042697618017,329600
1996-12-06,22.405195236206055,22.998958745067256,22.097038794280305,22.277422325697486,740800
1996-12-09,22.694562911987305,23.036539994424064,22.360099994587795,22.735899994496833,288400
1996-12-10,23.10042953491211,23.29960310269485,22.548003002607917,22.585583007612264,561600
